,date,PM 2.5,Station
405,2022-02-10,42.0,Provence-Alpes-Côte d'Azur
406,2022-02-11,49.0,Provence-Alpes-Côte d'Azur
407,2022-02-12,54.0,Provence-Alpes-Côte d'Azur
408,2022-02-13,44.0,Provence-Alpes-Côte d'Azur
409,2022-02-14,39.0,Provence-Alpes-Côte d'Azur
410,2022-02-15,33.0,Provence-Alpes-Côte d'Azur
411,2022-02-16,24.0,Provence-Alpes-Côte d'Azur
412,2022-02-17,28.0,Provence-Alpes-Côte d'Azur
413,2022-02-18,31.0,Provence-Alpes-Côte d'Azur
414,2022-02-19,46.0,Provence-Alpes-Côte d'Azur
415,2022-02-20,34.0,Provence-Alpes-Côte d'Azur
416,2022-02-21,28.0,Provence-Alpes-Côte d'Azur
417,2022-02-22,16.0,Provence-Alpes-Côte d'Azur
418,2022-02-23,30.0,Provence-Alpes-Côte d'Azur
419,2022-02-24,31.0,Provence-Alpes-Côte d'Azur
420,2022-02-25,41.0,Provence-Alpes-Côte d'Azur
421,2022-02-26,27.0,Provence-Alpes-Côte d'Azur
422,2022-02-27,25.0,Provence-Alpes-Côte d'Azur
423,2022-02-28,26.0,Provence-Alpes-Côte d'Azur
424,2022-03-01,53.0,Provence-Alpes-Côte d'Azur
425,2022-03-02,49.0,Provence-Alpes-Côte d'Azur
426,2022-03-03,53.0,Provence-Alpes-Côte d'Azur
427,2022-03-04,35.0,Provence-Alpes-Côte d'Azur
428,2022-03-05,50.0,Provence-Alpes-Côte d'Azur
429,2022-03-06,62.0,Provence-Alpes-Côte d'Azur
430,2022-03-07,58.0,Provence-Alpes-Côte d'Azur
431,2022-03-08,66.0,Provence-Alpes-Côte d'Azur
432,2022-03-09,77.0,Provence-Alpes-Côte d'Azur
433,2022-03-10,51.0,Provence-Alpes-Côte d'Azur
434,2022-03-11,67.0,Provence-Alpes-Côte d'Azur
435,2022-03-12,58.0,Provence-Alpes-Côte d'Azur
436,2022-03-13,47.0,Provence-Alpes-Côte d'Azur
437,2022-03-14,19.0,Provence-Alpes-Côte d'Azur
438,2022-03-15,36.0,Provence-Alpes-Côte d'Azur
439,2022-03-16,40.0,Provence-Alpes-Côte d'Azur
440,2022-03-17,53.0,Provence-Alpes-Côte d'Azur
441,2022-03-18,60.0,Provence-Alpes-Côte d'Azur
442,2022-03-19,51.0,Provence-Alpes-Côte d'Azur
443,2022-03-20,54.0,Provence-Alpes-Côte d'Azur
444,2022-03-21,53.0,Provence-Alpes-Côte d'Azur
445,2022-03-22,53.0,Provence-Alpes-Côte d'Azur
446,2022-03-23,57.0,Provence-Alpes-Côte d'Azur
447,2022-03-24,43.0,Provence-Alpes-Côte d'Azur
